generation,string,error,chain
9,GGRRBBYYGGGRBY,0,C
9,GRYBGRBYY,0,C
9,GRBYGGRBYRY,0.153846154,C
9,YBYYGRGRBB,0.4,C
9,GRBRBGYGR,0.363636364,C
10,YBYBGRB,NA,C
10,RBRRBRYGB,NA,C
10,YBYRBRBG,NA,C
10,GRYYGRYYGB,NA,C
10,GRBYGBRY,NA,C
10,YRYRGGBRY,NA,C
10,YRYRGBGRGB,NA,C
10,GRGRRGYBYBYY,NA,C
10,RRBBYYGGRYBG,NA,C
10,RRYYGBGRR,NA,C
10,RBYBYGRBYGRBYGRBY,NA,C
10,GBYYGBRR,NA,C
10,GRBYYGRBYYGRBG,NA,C
10,YBYBGRGRB,NA,C
10,RBYGGRBYGG,NA,C
10,GRBYGRGRBYGB,NA,C
10,RYRYGBRYY,NA,C
10,YBYBGRGRB,NA,C
10,YGRBYGRBGRB,NA,C
10,YRBBYRBG,NA,C
10,RYRYBGBGRY,NA,C
10,GRBBYGRBBYGR,NA,C
10,RBRBYGYGRB,NA,C
10,GRBYYGBGRYY,NA,C
10,RBRBYGYGRBB,NA,C
10,GBYYGBYRGB,NA,C
10,YRYGBGBYY,NA,C
10,GRBYGRBGRYGB,NA,C
10,RRBBGYGYG,NA,C
10,YGRRYGRBYGR,NA,C
10,GYGGRBYGRBGY,NA,C
10,YRYRYYGYRG,NA,C
10,GRBYYGRB,NA,C
10,YBYBGRYBY,NA,C
10,GBRYGBRB,NA,C
10,GRBYGRBYY,NA,C
10,YRYRGBGBY,NA,C
10,GRGRYBYGRBG,NA,C
10,GRYGRGBGRG,NA,C
10,RYRYYGRBGRRGYR,NA,C
10,YRYRGBGBRBGY,NA,C
10,YRYBGRGBB,NA,C
10,YGRBYGRBB,NA,C
10,GRBYYGRBG,NA,C
10,GRBYGRYB,NA,C
10,RYRGBGBRYRYY,NA,C
10,GRGBYGRBYGR,NA,C
10,GRBYYGRBYR,NA,C
10,YGRBYYRGB,NA,C
10,RRYYGRBG,NA,C
10,YGRBBRGYR,NA,C
10,GYGYRBRBY,NA,C
10,GYGYYRBRBBG,NA,C
10,GYGYYGBRGYR,NA,C
10,GRBYYGRBGR,NA,C
10,GGRRBBYYGGGRBY,NA,C
10,GRYBGRBYY,NA,C
10,GRBYGGGRBYRYY,NA,C
10,YBYGRRGBGB,NA,C
10,GRBRGRBBGYR,NA,C
0,YYGBRGGRBRYB,0.416666667,D
0,BYRBYGRGYBRG,0.5,D
0,RGBYRRBGYYGB,0.428571429,D
0,RGBGGBRYBYRY,0.4375,D
0,RYYBRGBYGRGB,0.583333333,D
0,BRGYRYYRGGBB,0.230769231,D
0,RRYGRGYBBBGY,0.461538462,D
0,GBYRBBYYGGRR,0.666666667,D
0,BGBRGYRYYBRG,0.666666667,D
0,GRRYYGGBBRYB,0.583333333,D
0,GRBYYGRRBBGY,0.285714286,D
0,GBRRBGYYYGRB,0.444444444,D
0,GGBBYYRGYRBR,0.230769231,D
0,BBGRYRRBYGYG,0.333333333,D
0,GBGGRBRRYBYY,0.384615385,D
0,BBYGBRGGRYRY,0.583333333,D
0,RGYRGBGYBBYR,0.307692308,D
0,RGYYGYGRBBBR,0.25,D
0,BYGBGGYBRYRR,0.571428571,D
0,RRGYBGYYGBRB,0.384615385,D
0,RBGBRRBYYYGG,0.25,D
0,BBYGGBRYGRRY,0.5,D
0,RGBYRYBYGRBG,0.5,D
0,YBGYRRBYGBRG,0.416666667,D
0,YRYYBBGRGBRG,0.416666667,D
0,BGYGRBRBRYYG,0.476190476,D
0,RBGYRGBYYBRG,0.428571429,D
0,BYYBRYRRGGGB,0.333333333,D
0,BYBGRGBGYRRY,0.266666667,D
0,GYBYRRGGBYBR,0.5,D
0,BRGYRGYRBGBY,0.166666667,D
0,BYGGYGYBRRRB,0.285714286,D
0,GYYBRGRRBYGB,0.666666667,D
0,RRBYRBYGBGGY,0.461538462,D
0,YRRBYGGBBYRG,0.5,D
0,YGRGGRBYBYBR,0.333333333,D
0,RGGRRBBGYYYB,0.5,D
0,RRBGYGBRGBYY,0.333333333,D
0,YGRBYRBGBGYR,0.230769231,D
0,RRGBYBRYBGGY,0.538461538,D
0,RRYBGGRBYBYG,0.266666667,D
0,RYBYRBBRGYGG,0.571428571,D
0,GRBGRYRYYGBB,0.4,D
0,GRYYBBRGGRYB,0.25,D
0,BYRBRGBGRYYG,0.526315789,D
0,RGYBYBYBRGGR,0.230769231,D
0,RYBBYGGBGRRY,0.538461538,D
0,RRYBGGYBRBGY,0.333333333,D
0,BYGYRYRGRGBB,0.428571429,D
0,RGGGBBYBRYYR,0.230769231,D
0,RRGYBGBBGRYY,0.357142857,D
0,GYRGRBYGBYBR,0.375,D
0,YGBYBRYRBRGG,0.416666667,D
0,RRBGYBRBYYGG,0.384615385,D
0,BBYRYGRBGYRG,0.416666667,D
0,BRGBGYGYRRYB,0.428571429,D
0,GRYBRYBGGYBR,0.307692308,D
0,GRBGBRYYRGYB,0.352941176,D
0,BBYGRRYBRGYG,0.357142857,D
0,RBRGBGYRYGYB,0.583333333,D
1,YYRBGRBRRGYB,0.416666667,D
1,RBYBRGRBGRBG,0.416666667,D
1,RYGBRYGGBBRYGB,0.071428571,D
1,RBGRRBRYBRYBYGYR,0.45,D
1,YBRRYBRYRGRB,0.083333333,D
1,BRGYRYYRRGBRY,0.153846154,D
1,RRGYGBRYGGBRY,0.384615385,D
1,RYBGYYRRGGBB,0.333333333,D
1,RBGRYGBBRYGG,0.333333333,D
1,RRGBGYRBYYBR,0.538461538,D
1,YGRBYYGRRBYRBG,0.428571429,D
1,GBRYYGRYBGRYYRRRBY,0.444444444,D
1,GGBBYYRGRBYGR,0.357142857,D
1,BBGRGYRGBRYGGRG,0.266666667,D
1,RGBBGRBGRYYBY,0.333333333,D
1,BYRGGBYYRRYY,0.4,D
1,RGBBYRGBYRBYR,0.461538462,D
1,RGYRGGRYBBBR,0.266666667,D
1,BGYBBGYRBGBBYR,0.470588235,D
1,RRGGYBBYGBYBR,0.4,D
1,RBGRBGRYYYGG,0.285714286,D
1,BBGYBGRRYBGR,0.583333333,D
1,RRYBGRYBRGYB,0.230769231,D
1,YBGRRGBYYRGB,0.416666667,D
1,YYRBGRBYGBRG,0.416666667,D
1,BGYRRGRYBRGYGYBYBYGYG,0.380952381,D
1,RBGRYBYGRYYBYB,0.55,D
1,RRYBRYBGGGGB,0.214285714,D
1,BYBYRGRGBGBRYRY,0.2,D
1,GBYYBGRYGGRBYG,0.285714286,D
1,BRGYRGYRBRBG,0.384615385,D
1,BYGBYYGBYGRRRB,0.176470588,D
1,RBGYBBYRBGYB,0.466666667,D
1,RRYBGYRBBGYRY,0.615384615,D
1,RRYYBGRYBG,0.3,D
1,GRGYRGBYBYB,0.466666667,D
1,RRGGRBBGRGRBYBYY,0.5,D
1,RRGYBRGBRGYY,0.230769231,D
1,YGRBYRBGGYRBG,0,D
1,RBRYRBBRGGYGY,0.352941176,D
1,RRYBGRGRBYBYBYR,0.533333333,D
1,RBRRGRYBRRBYYG,0.5,D
1,GGRBGRYBRBGYYYB,0.333333333,D
1,GRYYBBRGBYYG,0.384615385,D
1,RBYBRGBYYGGRBYGYYBR,0.476190476,D
1,RGYBYBYBYGRGG,0.076923077,D
1,RGRBYRBGYRRBG,0.5,D
1,RRYBGGRYBGR,0.307692308,D
1,BRYRGRGRYGRBRB,0.428571429,D
1,RGGGBBRYGBRYR,0.470588235,D
1,RRGBYGGBYGBYRY,0.4375,D
1,RGYYBRGRYBYGYBYR,0.444444444,D
1,YGRBRYBRRGGY,0.384615385,D
1,RBGRRBRBYYBBG,0.4,D
1,BBGRYBRYBRRG,0.5,D
1,BRGBRGYRGRBBRY,0.5,D
1,RGBBRYBGGRYBR,0.538461538,D
1,GRBRRGRBGYYRGBRYB,0.352941176,D
1,BBYGRRRBBYYGRR,0.411764706,D
1,RBRRGRYBRBYG,0.461538462,D
2,YYRYGRBYGGBY,0.421052632,D
2,RBYRBYGRYYBG,0.4,D
2,RYGBRYGGBBRYG,0.357142857,D
2,RBGRBBGRYYGRYGYBBYGB,0.347826087,D
2,YBRRYBRYRGB,0.166666667,D
2,BRGYRYYRBRGBR,0.235294118,D
2,RRGYRBRGGYRBR,0.352941176,D
2,RYBGGGYYRRBB,0.428571429,D
2,RBGYRBGRYBGG,0.266666667,D
2,RRYBRGYBRRBGB,0.444444444,D
2,YYGRBYYRYGRBY,0.388888889,D
2,GBRYRYGYBRBBBBRBR,0.411764706,D
2,GGBBRYBYRGBRYG,0.409090909,D
2,BBGRGYBYGRGRG,0.428571429,D
2,RGGBRGBBRGBYYBY,0.44,D
2,BYRGGBYRGBYYRRG,0.4375,D
2,RGBBRYBBRYBRB,0.470588235,D
2,RGYRYYGRYGBBBBR,0.3125,D
2,BGYYBGBYGRBRRBRGY,0.368421053,D
2,RGYYBBYBBYRGYBR,0.3,D
2,GRBGRBRBYYYGYG,0.3125,D
2,BGYRRBGYYBY,0.470588235,D
2,RRYBRGYBRGYYB,0.444444444,D
2,YGRBYYRRYGB,0.421052632,D
2,YYGRBYRYGBGY,0.411764706,D
2,BGRYBGBYBYBYBYGYGYG,0.05,D
2,RBBRBGRRGYYGYYGRBRRB,0.35,D
2,RYRBBRYBRGGGGB,0.444444444,D
2,BYBYRGRGBGRYB,0.333333333,D
2,GBYYGBYRGBRBYG,0.285714286,D
2,BRGYYGRBGBYGR,0.153846154,D
2,BYGBYYGBBYGGRRRRB,0.352941176,D
2,BBRGYBRYRYBBRGY,0.35,D
2,RBBRYGRBRYRBB,0.357142857,D
2,RRYYGRBGBG,0.25,D
2,GRYGRRYGRBYYBBY,0.25,D
2,RGRBRBRGYYBYYYB,0.470588235,D
2,RRGYBRRGBRBRY,0.333333333,D
2,YGRBYRBGGYRBG,0.35,D
2,RBYRBBRYYBRGGGYGY,0.411764706,D
2,RYYBRYBGBGYGR,0.352941176,D
2,RRBBYRYGBRRBY,0.384615385,D
2,GGRBGRBYBRBYG,0.388888889,D
2,GRYYBBYYRRGYG,0.375,D
2,RBYRYYBRBYGYGYGRBRRBR,0.304347826,D
2,RGYBYBYBYGRG,0.25,D
2,RRGBRRBYGYRBRR,0.523809524,D
2,RRYBRYBGRYGGR,0.461538462,D
2,RYRRBYBYGRBBRB,0.428571429,D
2,RGGBRBBGRYBYYGYRY,0.470588235,D
2,GGRBBYRYGRBYGYRY,0.45,D
2,RGYRGYYBYBYYGYGYBR,0.333333333,D
2,YGRBRYYBRYYYG,0.388888889,D
2,RBGRBRRBYYGYYBY,0.333333333,D
2,GGRBYRYBRRGGRG,0.466666667,D
2,BGYBGYRYBRGY,0.166666667,D
2,RGYRRBYRGRGR,0.307692308,D
2,GRRBGRBGRBYYYRBYB,0.235294118,D
2,BYGGRBBYYGRBYYGRR,0.476190476,D
2,RBRGRBYYBYGRB,0.333333333,D
3,RYYGRBYGRYGBBGGBYGR,0.421052632,D
3,RBYRBYRBYGGBYGB,0.176470588,D
3,RYGRRYGRBYGBRG,0.214285714,D
3,RBGRRBGRBYGRYGRYYGRBRGR,0.52173913,D
3,YBRRYBRYBGBY,0.416666667,D
3,BRGYBRYYRBRYBGBRG,0.411764706,D
3,RRGYRRRBRGYRBRGBR,0.411764706,D
3,RYBRRGGYRRYBRG,0.357142857,D
3,RBGYRBGRRYGRBGY,0.266666667,D
3,RRYRGYBRGYBGGBBBRG,0.555555556,D
3,YGRBBYYGRYGRBYYGRB,0.388888889,D
3,GBGYRYRYGBGRBBBR,0.25,D
3,GGBBRYGBBRYGRBYGRYBGYR,0.454545455,D
3,BBGRGRBYRYBYGR,0.285714286,D
3,BRGBBRGBRGRBRGBYBYYBYBRGB,0.36,D
3,RGYBYRGBYRRGBYRG,0.25,D
3,RGRBRGBYBYBRGRBYR,0.411764706,D
3,RGYRRGYYGRGYBBBB,0.4375,D
3,BGBGYBBGYBRBRBRRBGY,0.526315789,D
3,RGYYBBYYBBYYBBRGYBBY,0.2,D
3,GRBGBGRBRYGYYGYR,0.375,D
3,BGYYBGYRRBGYBGRBG,0.294117647,D
3,RYBBGRGYBRGYBRGBBY,0.444444444,D
3,YGRBYGRBYYRRYGRYYBY,0.157894737,D
3,YYGRBYGRBYRYRYGBY,0.235294118,D
3,BGRYBGRBYBYBYBYGYGYG,0.35,D
3,RBBGRBRYYGYGRBR,0.266666667,D
3,RYRRBYRYRBGGRGBYGG,0.388888889,D
3,BYBYBGRGBYBGRBY,0.333333333,D
3,GBYYGBYGBRBGRY,0.357142857,D
3,BRGGYGRBGBGR,0.583333333,D
3,BYGBBYGGBYGRBYGRB,0.235294118,D
3,BRRGYBBRGYBRGYYBRGYB,0.45,D
3,RBBRYRBBRYGYRB,0.5,D
3,RRYYGRYGBGBY,0.416666667,D
3,GRRYGRRYGRBYGRBYBYBY,0.35,D
3,RGRGRBRBGRGRYRYGR,0.235294118,D
3,RRGYBRGGYBRYBRYRBG,0.277777778,D
3,YGRBYRBYGGYRBYGYRRBY,0.6,D
3,RBBYRBBBYRBGYBGY,0.375,D
3,RYRBRYBBRYBGBGRGY,0.380952381,D
3,RRBBYRBBYGYRB,0.307692308,D
3,GRBGGRBGRBBYBRYBRB,0.444444444,D
3,GRYYBBYYGGRYYYBY,0.3125,D
3,RBYRBYRBYBBRBYGYGYGYBRB,0.347826087,D
3,RGYBYBYGRGR,0.272727273,D
3,RRGRBYGBYGRBYGBBRBGBY,0.571428571,D
3,RYBBRYBR,0.125,D
3,RYRYBRRGRBGBR,0.307692308,D
3,RGRGGBRGRYYRGBRGY,0.470588235,D
3,GBRGBRRBRGYYRYGRYGRY,0.6,D
3,RGYRRGYBYBYBYGYG,0.3125,D
3,YGRBYYBRBYYYBRBYYY,0.333333333,D
3,RBGRBRBYGRYGYG,0.285714286,D
3,GBYGBYRRBBYRGRG,0.4,D
3,BGYBGYBRYBRG,0.166666667,D
3,RGYRGBYBRGGRG,0.461538462,D
3,GRBGRRBGRBYYYRYBY,0.411764706,D
3,YGRRBYYGGRRBYGBGRRBYG,0.380952381,D
3,RBRBGRBRYGYRYGR,0.333333333,D
4,RYGRYGBBGGRYBYG,0.5625,D
4,RBYRBYRBYGGBYRBYG,0.352941176,D
4,RYGRRBRYGBRG,0.416666667,D
4,RBGRBYRYBBRRG,0.466666667,D
4,YBRRYBGYR,0.111111111,D
4,BRGYBRYGBRY,0.25,D
4,RRYGRRYRYBRGRBRY,0.5625,D
4,RYBRRGYBR,0.181818182,D
4,RBGYGRRYBGY,0.272727273,D
4,RYGRRYYGYBBBGYR,0.176470588,D
4,YGRBBYYGBRYG,0.416666667,D
4,GBGYRYRGBGYBR,0.384615385,D
4,GGBBYRGYRYGBRYG,0.333333333,D
4,BBGRBGBYBYBYR,0.615384615,D
4,GRBGRBBRGBRYBYBYYBYRBGY,0.52173913,D
4,RGYBYRGBYYBRG,0.384615385,D
4,RGRBGGRYRYBYGRG,0.533333333,D
4,RGYRGYRYYGRYGBRG,0.25,D
4,GBGBYGGYBGRGY,0.692307692,D
4,RBGYYBBYYBBYRGYBBY,0.388888889,D
4,GRBGGBRYGBRY,0.416666667,D
4,BGYBGYRRBYGRGBY,0.333333333,D
4,RBGYRBBRGYBGRY,0.411764706,D
4,YGRBYGRBYYRRBGYRBY,0.5,D
4,YYGRBYGRBYYRRBGY,0.3,D
4,GBYGBYBYYBYRGYGY,0.3125,D
4,RBGRBRYGYRB,0.545454545,D
4,RYRBYGBYRBYRRBYG,0.5,D
4,BYBYYBGRGBYRGBYBGR,0.5,D
4,GBYGGBYGBYRR,0.166666667,D
4,BRGBBYGYR,0.555555556,D
4,BYGBYGBBYGRBGRBY,0.4375,D
4,BRRGYYBRRGY,0.6,D
4,RBRRYGYRBBR,0.090909091,D
4,RRYYGBRYG,0.5,D
4,GBYRBYGRBYBYBY,0.357142857,D
4,RGRGRBRBGYRYR,0.5,D
4,RRGYBRGGYBRYY,0.384615385,D
4,YGRBGYRB,0.375,D
4,RBYRBBGYRBY,0.428571429,D
4,RYRBYRBYRYRBGYRBYRBGY,0.285714286,D
4,RRBBYRBGYY,0.416666667,D
4,RBGRYBGYRBRB,0.333333333,D
4,GRYYGBGRYBYBY,0.461538462,D
4,RBYRBYRBRBYGYGYBRBYGY,0.333333333,D
4,RGYBYBYBYG,0.1,D
4,RRGRBGYRR,0.6,D
4,RYBRRYBR,0.125,D
4,RYRYBRBGGBY,0.545454545,D
4,RGRGBGRBGYB,0.428571429,D
4,GBRRYGBYYBR,0.5,D
4,RGYYGRYBYBYBYG,0.214285714,D
4,GRBYYBRBYYRBG,0.538461538,D
4,RBGRBRYGBRYG,0.5,D
4,GBYGBYRGRBG,0.454545455,D
4,BGYBGYBRYBGY,0.285714286,D
4,RGYRBGYR,0.444444444,D
4,GRBGGRBGYRBGYR,0.133333333,D
4,YGRBBYGGRYRBYG,0.375,D
4,RBRBGYBYRYGBR,0.266666667,D
5,RYGYBYYRGYBYRGBY,0.25,D
5,RBYRBYRRGYBRGYB,0.294117647,D
5,RYGBRGGYBRGY,0.466666667,D
5,GRBGRRBYYGRYBGR,0.375,D
5,YBRRYBGR,0.125,D
5,BRYGBRYGBRGY,0.5,D
5,YRGBBYRGBYRRGY,0.428571429,D
5,RYBRRGYBRYR,0.333333333,D
5,RBGYRYYGBGY,0.307692308,D
5,RYGRRYYGRYGBBGYRB,0.470588235,D
5,YGRBBGGYRGBY,0.333333333,D
5,GBGYGBYRBGGYR,0.444444444,D
5,YGBYRGYBBYGBYG,0.285714286,D
5,BGRYBGRRYG,0.166666667,D
5,GRYRYGBYBYBBGRYBYYR,0.454545455,D
5,RGYBRYGBRGYBG,0.461538462,D
5,YRGBYGGRGBYRGBG,0.333333333,D
5,RGYRGYRYBGYRG,0.428571429,D
5,BGGBGYRYGBYR,0.384615385,D
5,RBGYYYBGYRYGBYGYRY,0.5,D
5,GRBRYGRB,0.545454545,D
5,BGYBGYGRRBYG,0.6,D
5,RBGYRBYGGYRYGBYRG,0.529411765,D
5,YGRYYRYGBYRGYBGY,0.5,D
5,YGRBYGRBYYRRBGGYRBGY,0.2,D
5,YGBYBBYBYRGYBGYR,0.277777778,D
5,RGYBGYRBGY,0.454545455,D
5,YRBGGYRBGYY,0.533333333,D
5,BYGBBYBYGRYBGBY,0.388888889,D
5,GBYGGBYGRR,0.428571429,D
5,RYGBBYRGB,0.363636364,D
5,BYGBYGRRGBYRYGR,0.25,D
5,BRGYYBGRYYBGRYYBBYGR,0.36,D
5,RBRRYGYRGBR,0.466666667,D
5,RYGBBGYRYG,0.2,D
5,GBYRGBYBYGYR,0.375,D
5,RGRGRYRRYRGBGBYG,0.294117647,D
5,YBRGGYYBRYG,0.5,D
5,YGRBYGBR,0.444444444,D
5,RBYRRBYGBRYBBR,0.428571429,D
5,YRBYRYRYRBYGGYRBG,0.176470588,D
5,RRBBYGYRBYGB,0.25,D
5,RBGYRYGBRB,0.4,D
5,GYRYGYRBYBYBG,0.1875,D
5,RBYRBRBGYYGRBYG,0.466666667,D
5,RGYBYBYBRG,0.285714286,D
5,RBGYYRGYBG,0.363636364,D
5,RYBRRYB,0.444444444,D
5,RYRGBGYRGR,0.5,D
5,RGRGBGBGRGBYRG,0.4,D
5,GBYRGGYBGRYR,0.615384615,D
5,RYGBYBYBYBYG,0.368421053,D
5,GRYYYGBR,0,D
5,RBGRYYBGRBYGYY,0.421052632,D
5,GBYRGBRYG,0.3,D
5,GYBGYBRRGYBGBY,0.285714286,D
5,RGYBGRYGY,0.5,D
5,GRBBGRBGYRBGYBR,0.315789474,D
5,YGRBBYGRBYRYGGYB,0.375,D
5,RBRBGBGBRYRYGYR,0.266666667,D
6,RYGBYRYRGBYRGY,0.5,D
6,RRYYBRGYBRGYBRGYB,0,D
6,RGGYRGGYRYGBGBY,0.133333333,D
6,GRGBYBYRBGRYRBGR,0.4375,D
6,YBRRYBGB,0.111111111,D
6,YRGBYRYRGBGRYG,0.5,D
6,YRGBYRGB,0.6,D
6,RYBRYBGBYRYR,0.083333333,D
6,RYGBGBRYYGBRY,0.5,D
6,RYGRYGBGYRBGR,0.285714286,D
6,YGRYBBGGYGRYBGR,0.266666667,D
6,GBYGGBYGRYBGBYRYGB,0.421052632,D
6,YRGYRGYBGBYG,0.266666667,D
6,BGRYBGRRYGYG,0.5,D
6,RGYRYRGYBYBYGYBGYRYGBY,0.545454545,D
6,RGRYRGBGRYRBG,0.461538462,D
6,YRGYRGBYRGBGBR,0.214285714,D
6,RYRYRYGBYRYBGY,0.428571429,D
6,BGBGGRYRGRBGR,0.3125,D
6,RGBRGBRYYYRGBRBYRYGY,0.5,D
6,RGRGRBGRYRG,0.266666667,D
6,YGBYGBYRRYGBGBY,0.266666667,D
6,RYBGRYGBYRYRGRBGB,0.470588235,D
6,YRGYYRGYGBGBRYG,0.466666667,D
6,YGRBYGRBYYRRYGBGYRG,0.421052632,D
6,YGBYBYBYRGBYGBGYGY,0.444444444,D
6,YGRYBGRYGBY,0.5,D
6,RYGRGBGRBGRYRYG,0.466666667,D
6,BYGBYBYBRYGYGYRBYG,0.333333333,D
6,GBYGBYGRRYGYBR,0.428571429,D
6,RYGBBRYGBYR,0.272727273,D
6,BYGBYGRRBGRYGBYR,0.5,D
6,BGRBYYBGRYYBGRYRYGYRGBYBG,0.52,D
6,RBYRYBRRGYGBYRG,0.333333333,D
6,RYGRBBYRYG,0.545454545,D
6,GBYBRGBYRGBGYRGR,0.3125,D
6,RGRGRYRGRGBGBGBRY,0.368421053,D
6,YBRYBRGGYRYYGBYR,0.3125,D
6,RGYBRGBGR,0.25,D
6,RYBGYRRBGBYR,0.5,D
6,YRBYRBYRBYGGYRBYG,0.235294118,D
6,RRBBYGYRBYGYRBYG,0.3125,D
6,RYGBGRYGRB,0.230769231,D
6,GYRYGYRYBYBYBYBG,0.25,D
6,RBGYRBGBYRGRGB,0.5,D
6,RGYBRGYBYBYBRG,0.3125,D
6,RYGBYYRGBRG,0.428571429,D
6,RYBRYBBYR,0.1,D
6,RYRGRYRGBGBRYG,0.4375,D
6,RGRGBRGRYRGRBGR,0.333333333,D
6,RGYGBYGYRYRYG,0.538461538,D
6,RYGBRYGBYBYBYBYBYBG,0.315789474,D
6,GRYYYGBR,0.461538462,D
6,RGRBGRYYRGRBGRYRGBR,0.380952381,D
6,GBYRGBYRGR,0.272727273,D
6,GYBGYBRRGBYG,0.25,D
6,RYGRYGYGBR,0.181818182,D
6,GRBBGRBYGYGRYGBRYGR,0.473684211,D
6,RYGBBRYGBBYRYGY,0.2,D
6,RBRBRYGBGYRYGYB,0.333333333,D
7,RYRGRBRGYR,0.3,D
7,RRYYBRGYBRGYBRGYB,0.470588235,D
7,RGGYRGGYRGBGBYB,0.333333333,D
7,GRBRYRBYGR,0.333333333,D
7,YBRRYBGYB,0,D
7,RGYRYRBRGRGBRBYR,0.375,D
7,GRYBRGYRBR,0.333333333,D
7,RYBRYBGBYBYR,0.230769231,D
7,RYGYYRBRGYRYBR,0.428571429,D
7,RYGRYGRGBRYRBR,0.222222222,D
7,YGRYBBRGRYGR,0.307692308,D
7,GBYGBYRYBBYGRYBGRYR,0.421052632,D
7,YRGYRGYBYGYBGYR,0.133333333,D
7,RBGRBGRYYRGR,0.230769231,D
7,RGYRBRBGRYRGBRB,0.533333333,D
7,RGRYRBRGGBRYB,0.285714286,D
7,YRGYRGYGBGR,0.333333333,D
7,RYRYBGYRBYR,0.272727273,D
7,RGRGGBGRYRGRBRGR,0.25,D
7,RYBRYBGBYRYGYR,0.285714286,D
7,RGBRGBRBRGRYRGR,0.266666667,D
7,YGBYGBYRRYBRGYR,0.466666667,D
7,RYBGBGRYRBR,0.545454545,D
7,RYGYYRGBGYRBGR,0.214285714,D
7,YBRGYBRGRRYYBGYR,0.125,D
7,YBYGYRRYBYGBY,0.214285714,D
7,YGRBYRGYBYGR,0.333333333,D
7,RYGRBRRYRGBYR,0.461538462,D
7,BYGBYGYGYRBYR,0.153846154,D
7,GBYRYYBBGYBR,0.666666667,D
7,RYGBBRGYBR,0.4,D
7,GBYGBYRBRGYBBGRYRB,0.611111111,D
7,RYBGBYRBGYRYRBGRYR,0.444444444,D
7,RBYRBRGGRYRB,0.25,D
7,RYGRRYBRGBR,0.272727273,D
7,GBYBYRYGBYRGRGR,0.466666667,D
7,RGRGRYRYRBGYRBRGYBY,0.210526316,D
7,YBRYBRGGBYRGYB,0.571428571,D
7,RGYBRGRGBRGR,0.3125,D
7,RYBGGBRYBRB,0.181818182,D
7,YRBYRBYGGYRBY,0.2,D
7,RRBBYGYRYBYGRYBR,0.375,D
7,RYGBGYRYGRBYR,0.615384615,D
7,GYRYGYBYBYBYGYR,0.4,D
7,RBGYRGRGBRYBYR,0.428571429,D
7,RGYBRGYBRRYYBYGR,0.1875,D
7,RYGYBBYGRYBYGR,0.214285714,D
7,RYBRYBBYBR,0.090909091,D
7,RYRYBGBGRYRGBRYB,0.3125,D
7,RGRGRBRYRBGBR,0.266666667,D
7,RYGYYRGRBYRGR,0.428571429,D
7,RYGYBYBYBYBYGB,0.285714286,D
7,GRBYYRGBYRYBR,0.538461538,D
7,RGRBRYYBRGRYRBRBGRBYR,0.409090909,D
7,GBYRYGYBYGR,0.153846154,D
7,GYBGYBRRBGYB,0.307692308,D
7,RYGRYGYBRBR,0.454545455,D
7,GRGBBGRYRBRGRYRBR,0.411764706,D
7,RYGBBRYGYRGY,0.307692308,D
7,RBRBBYGBYRB,0.333333333,D
8,RYRYGBRGY,0.181818182,D
8,RYRYRYBRRYRGBGR,0.333333333,D
8,RGYRGYRYGBRYB,0.214285714,D
8,GRBRYRYGRBRR,0.416666667,D
8,YBRRYBGYB,0.333333333,D
8,RGYRBRBRGYR,0,D
8,GRYBYRGBYRGB,0.416666667,D
8,RYBRYBBYBYGRY,0.153846154,D
8,RYGBRYYBYRR,0.363636364,D
8,RYGRYGGBRGBRRYRGBR,0.555555556,D
8,YGRYBBYGYRYBG,0.538461538,D
8,GBYGBYGRYRYGY,0.307692308,D
8,YRGYRGYBYGYBR,0.461538462,D
8,RBGRBGRRYYRBG,0.461538462,D
8,RYGRGRRYRBG,0.466666667,D
8,RGRYRBRGGGYBRR,0.357142857,D
8,YRGYRGGBRYBR,0.583333333,D
8,RYRYBGYR,0.125,D
8,RGRGGBYBYRGRGRR,0.266666667,D
8,RYBRYBGBGYRBY,0.230769231,D
8,RGBRGBRYRGRYB,0.357142857,D
8,GYBGYBYYRRYBRG,0.357142857,D
8,RGYRYBGR,0.333333333,D
8,RYGYYRGBGRYBR,0.461538462,D
8,YBRGYBRGRRYYGBYR,0.428571429,D
8,YBYGYRRYBYGYRR,0.5,D
8,YGRBYRGBRGYB,0.166666667,D
8,RYBRGYRBRYGBR,0.461538462,D
8,BYGBYGYGYBYRR,0.307692308,D
8,RGYRBGRRYYBG,0.5,D
8,RYGBBYRRBY,0.416666667,D
8,GYBGYBRYRYGBRGY,0.133333333,D
8,RYRYBGYBGBYRYR,0.333333333,D
8,RBYRBGYRYR,0.2,D
8,RYGRRYBGRY,0.3,D
8,GYBGBGBRYRYRYR,0.214285714,D
8,RGRGRYRYRBRGYBRGRBR,0.368421053,D
8,RGYRGYGBGRBY,0.266666667,D
8,RGYBRGYBRGRYRGRR,0.25,D
8,RYBGGBRYRBR,0.454545455,D
8,YRBYRBYGGGBGRBY,0.2,D
8,RRBYYGYGYYGGRYG,0.4,D
8,YRGBRGYRB,0.333333333,D
8,RYGYBRYYGYBR,0.166666667,D
8,RBGRYRRBGRYR,0.416666667,D
8,RGYBRGYBRRYYGBR,0.333333333,D
8,RGYBYBYGRYBGR,0.461538462,D
8,RYBRYBBYBRR,0.363636364,D
8,RYRYGBGRYRYGBGR,0.266666667,D
8,RGRGRBRBRYRGRBR,0.2,D
